Brand,Processor_Name,Processor_Brand,RAM_Expandable,RAM,RAM_TYPE,Ghz,Display_type,Display,GPU,GPU_Brand,SSD,HDD,Adapter,OS,VRAM,Price_VND
Acer,Intel Core i5 (12th Gen),Intel,0,16, DDR4 RAM,3.3,LCD,15.6,GeForce GTX 3050,NVIDIA,512,0,135.0,Windows 11,4,17397000
Lenovo,Intel Core i5 (11th Gen) Processor,Intel,0,16, DDR4 RAM,2.5,LED,15.6,Integrated Graphics,Intel,512,0,57.0,Windows 10,0,17637000
Acer,Intel Core i5 (12th Gen),Intel,0,8, DDR4 RAM,3.3,LCD,15.6,GeForce GTX 1650,NVIDIA,512,0,65.0,Windows 11,4,16167000
Lenovo,AMD Dual-Core Athlon,AMD,8,8, LPDDR5 RAM ,2.4,LCD,15.6,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,8697000
HP,Intel Core i5 (11th Gen),Intel,0,8, DDR4 RAM,4.2,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,15447000
HP,Intel Core i3 (11th Gen) Processor,Intel,0,8, DDR4 RAM,2.5,LED,15.6,Integrated Graphics,Intel,512,0,41.0,Windows 11,0,11550000
HP,Intel Core i7 (11th Gen),Intel,16,16, DDR4 RAM ,4.8,LED,14.0,Integrated Graphics,Intel,1024,0,43.0,Windows 10,0,23099700
Dell,AMD Dual-Core Athlon,AMD,16,8, DDR4 RAM ,2.3,LCD,15.6,Integrated Graphics,AMD,256,0,65.0,Windows 11,0,9597000
MSI,AMD Octa-Core Ryzen 7,AMD,64,16, DDR4 RAM ,3.1,LCD,15.6,Radeon RX6500M,AMD,512,0,65.0,Windows 11,4,18597000
MSI,Intel Core i5 (11th Gen),Intel,64,8, DDR4 RAM ,2.7,LCD,15.6,GeForce GTX 1650 MAX Q,NVIDIA,512,0,65.0,Windows 10,4,14330700
Acer,Intel Core i5 (12th Gen),Intel,32,8, DDR4 RAM ,3.3,LCD,15.6,Integrated Graphics,NVIDIA,512,0,65.0,Windows 11,0,18897000
ASUS,Intel Celeron Dual-Core,Intel,0,4, LPDDR4X RAM,1.1,LED,14.0,Integrated Graphics,Intel,64,0,45.0,Google Chrome,0,5697000
Acer,Intel Core i3 (10th Gen),Intel,12,4, DDR4 RAM ,1.2,LED,14.0,Integrated Graphics,Intel,512,0,48.0,Windows 10,0,8332500
Acer,Intel Core i3 (8th Gen),Intel,0,4, DDR4 RAM,2.2,LED,15.6,Integrated Graphics,Intel,64,1024,45.0,Windows 10,0,9108000
Lenovo,Intel Core i3 (10th Gen),Intel,0,4, DDR4 RAM,2.1,LED,15.6,Integrated Graphics,Intel,256,0,45.0,Windows 10,0,10497000
Lenovo,Intel Celeron Dual-Core,Intel,0,4, DDR4 RAM,2.8,LED,14.0,Integrated Graphics,Intel,256,0,65.0,Windows 11,0,7560000
HP,Intel Core i5 (12th Gen),Intel,8,8, DDR4 RAM ,4.2,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,16499700
Infinix,Intel Core i5 (10th Gen),Intel,0,8, LPDDR4X RAM,1.0,LCD,14.0,UHD,Intel,512,0,65.0,Windows 11,0,10017000
Lenovo,AMD Hexa-Core Ryzen 5,AMD,0,16, DDR4 RAM,3.3,LCD,15.6,GeForce GTX 1650,NVIDIA,512,0,65.0,Windows 11,4,21600000
HP,AMD Hexa-Core Ryzen 5,AMD,0,16, DDR4 RAM,4.0,LCD,14.0,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,15170400
Dell,Intel Core i3 (10th Gen),Intel,16,8, DDR4 RAM ,1.2,LED,15.6,Integrated Graphics,Intel,256,1024,65.0,Windows 10,0,10799700
Dell,Intel Core i3 (10th Gen),Intel,0,8, DDR4 RAM,1.2,LCD,15.6,Integrated Graphics,Intel,256,1024,65.0,Windows 11,0,13305000
Lenovo,Intel Celeron Dual-Core,Intel,8,8, DDR4 RAM ,2.8,LCD,14.0,Integrated Graphics,Intel,256,0,65.0,Windows 11,0,7647000
Acer,Intel Core i7 (12th Gen),Intel,0,16, DDR4 RAM,3.1,LCD,15.6,GeForce RTX 3070 Ti,NVIDIA,1024,0,65.0,Windows 11,8,30897000
HP,Intel Core i5 (12th Gen),Intel,0,8, DDR4 RAM,4.2,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,18747000
ASUS,Intel Celeron Dual-Core,Intel,0,4, LPDDR4X RAM,1.1,LCD,15.6,Integrated Graphics,Intel,128,0,45.0,Google Chrome,0,5397000
HP,Intel Core i5 (11th Gen),Intel,0,8, DDR4 RAM,2.7,LCD,16.1,GeForce GTX 1650,NVIDIA,512,0,70.0,Windows 11,4,16620000
Lenovo,AMD Quad-Core Ryzen 3,AMD,8,8, LPDDR5 RAM ,2.4,LCD,15.6,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,8397000
Lenovo,Intel Core i5 (10th Gen),Intel,16,8, DDR4 RAM ,2.5,LED,15.6,GeForce GTX 1650,NVIDIA,256,1024,135.0,Windows 10,4,18297000
HP,Intel Core i5 (11th Gen),Intel,32,16, DDR4 RAM ,4.2,LCD,16.1,GeForce GTX 1650,NVIDIA,512,0,150.0,Windows 11,4,18270000
HP,AMD Hexa-Core Ryzen 5,AMD,0,16, DDR4 RAM,4.0,LCD,15.6,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,13440000
HP,AMD Octa-Core Ryzen 7,AMD,16,16, DDR4 RAM ,4.2,LCD,15.6,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,14697000
MSI,Intel Core i7 (7th Gen),Intel,32,8, DDR4 RAM ,2.8,LED,15.6,GeForce GTX 1050,NVIDIA,64,1024,65.0,DOS,4,20397000
Acer,AMD Dual-Core Athlon,AMD,8,4, DDR4 RAM ,2.6,LCD,14.0,Integrated Graphics,AMD,256,0,65.0,Windows 11,0,6869700
ASUS,AMD Octa-Core Ryzen 7,AMD,16,16, DDR4 RAM ,4.2,LCD,16.0,Integrated Graphics,AMD,512,0,90.0,Windows 11,0,17697000
Acer,Intel Core i7 (13th Gen) Processor,Intel,32,16, DDR5 RAM ,2.5,LCD,16.0,GeForce RTX 4050,NVIDIA,512,0,230.0,Windows 11,6,36294000
HP,Intel Core i5 (12th Gen),Intel,16,8, DDR4 RAM ,4.7,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,22275000
HP,Intel Core i5 (11th Gen),Intel,16,8, DDR4 RAM ,3.1,LED,15.6,GeForce GTX 1650,NVIDIA,256,1024,150.0,Windows 10,4,20460000
AVITA,Intel Celeron Dual-Core,Intel,4,4, LPDDR4 RAM ,2.8,LCD,14.1,Integrated Graphics,Intel,128,0,65.0,Windows 11,0,4797000
ASUS,Intel Core i3 (10th Gen),Intel,0,8, DDR4 RAM,1.2,LCD,15.6,Integrated Graphics,Intel,64,1024,45.0,Windows 11,0,11997000
ASUS,Intel Core i5 (11th Gen),Intel,12,8, DDR4 RAM ,4.2,LED,14.0,Integrated Graphics,Intel,256,1024,37.0,Windows 11,0,17129700
MSI,Intel Core i5 (12th Gen),Intel,0,16, DDR4 RAM,3.3,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,12897000
HP,Intel Core i5 (11th Gen),Intel,0,8, DDR4 RAM,2.4,LED,14.0,Integrated Graphics,Intel,512,0,43.0,Windows 10,0,17997000
Lenovo,Intel Core i5 (11th Gen),Intel,16,8, DDR4 RAM ,3.3,LCD,15.6,GeForce GTX 1650,NVIDIA,512,0,65.0,Windows 11,4,14523300
ASUS,Intel Core i5 (12th Gen),Intel,0,16, DDR4 RAM,3.3,LCD,16.0,GeForce RTX 3050,NVIDIA,512,0,65.0,Windows 11,4,22350000
AVITA,Intel Celeron Dual-Core,Intel,4,4, LPDDR4 RAM ,2.8,LCD,14.1,Integrated Graphics,Intel,128,0,24.0,Windows 11,0,6297000
Acer,Intel Core i5 (12th Gen),Intel,32,8, DDR4 RAM ,4.2,LCD,15.6,GeForce RTX 3050,NVIDIA,512,0,230.0,Windows 11,4,20697000
MSI,Intel Core i7 (11th Gen),Intel,64,8, DDR4 RAM ,2.3,LCD,15.6,GeForce GTX 1650 MAX Q,NVIDIA,512,0,65.0,Windows 10,4,21447000
HP,Intel Core i3 (11th Gen),Intel,16,8, DDR4 RAM ,4.0,LCD,15.6,Integrated Graphics,Intel,512,0,41.0,Windows 11,0,10650000
Acer,Intel Core i5 (12th Gen),Intel,0,16, DDR4 RAM,4.2,LCD,15.6,GeForce RTX 3050,NVIDIA,512,0,180.0,Windows 11,4,19497000
MSI,Intel Core i5 (10th Gen),Intel,0,16, DDR4 RAM,2.5,LED,15.6,GeForce RTX 3060,NVIDIA,512,0,180.0,Windows 10,6,20997000
ASUS,Intel Core i5 (11th Gen),Intel,0,8, DDR4 RAM,2.4,LED,15.6,Integrated Graphics,Intel,64,1024,65.0,Windows 10,0,15537000
MSI,Intel Core i7 (10th Gen) Processor,Intel,0,16, DDR4 RAM,2.5,LED,15.6,GeForce RTX 3050,NVIDIA,512,0,120.0,Windows 10,4,19068900
Lenovo,Intel Core i3 (12th Gen),Intel,0,8, DDR4 RAM,3.3,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,10890000
HP,AMD Hexa-Core Ryzen 5,AMD,16,8, DDR4 RAM ,4.2,LCD,15.6,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,16647000
Acer,Intel Core i3 (12th Gen),Intel,32,8, DDR4 RAM ,3.3,LCD,15.6,Integrated Graphics,Intel,512,0,45.0,Windows 11,0,9597000
Dell,Intel Core i5 (12th Gen),Intel,16,8, DDR4 RAM ,3.3,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,13797000
Zebronics,Intel Core i5 (11th Gen),Intel,0,16, LPDDR4 RAM,2.4,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,8997000
Lenovo,AMD Octa-Core Ryzen 7,AMD,0,16, DDR4 RAM,1.8,LED,15.6,Integrated Graphics,AMD,512,0,65.0,Windows 10,0,15630000
Lenovo,Intel Core i3 (11th Gen),Intel,0,8, DDR4 RAM,3.0,LED,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 10,0,10797000
Honor,AMD Hexa-Core Ryzen 5,AMD,8,8, DDR4 RAM ,2.1,LCD,14.0,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,12597000
Apple,Apple M2 Processor,Apple,0,8, LPDDR5 RAM,2.5,LCD,13.3,Integrated Graphics,Apple,512,0,67.0,macOS Monterey,0,44970000
HP,Intel Core i5 (12th Gen),Intel,0,8, DDR4 RAM,4.2,LCD,15.6,GeForce RTX 2050,NVIDIA,512,0,65.0,Windows 11,4,17847000
Lenovo,AMD Quad-Core Ryzen 3,AMD,16,8, DDR4 RAM ,2.6,LCD,15.6,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,8247000
Zebronics,Intel Core i5 (11th Gen),Intel,0,8, LPDDR4 RAM,2.4,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,8697000
Acer,Intel Core i5 (13th Gen) Processor,Intel,0,16, LPDDR5 RAM,2.5,LED,14.0,Integrated Graphics,Intel,512,0,100.0,Windows 11,0,23997000
Dell,Intel Core i3 (11th Gen),Intel,16,8, DDR4 RAM ,4.0,LCD,14.0,Integrated Graphics,Intel,256,0,65.0,Windows 11,0,19199700
HP,AMD Quad-Core Ryzen 5,AMD,0,16, LPDDR5 RAM,4.2,LCD,15.6,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,15297000
HP,AMD Quad-Core Ryzen 5,AMD,8,8, LPDDR5 RAM ,2.8,LCD,15.6,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,13947000
Acer,Intel Core i5 (13th Gen) Processor,Intel,32,16, DDR5 RAM ,2.5,LCD,16.0,GeForce RTX 4050,NVIDIA,512,0,230.0,Windows 11,6,28497000
HP,AMD Hexa-Core Ryzen 5,AMD,32,8, DDR4 RAM ,4.2,LCD,16.1,GeForce GTX 1650,NVIDIA,512,0,65.0,Windows 11,4,20463600
Lenovo,Intel Core i3 (10th Gen),Intel,12,8, DDR4 RAM ,2.1,LCD,15.6,Integrated Graphics,Intel,64,1024,45.0,Windows 11,0,11097000
Lenovo,Intel Core i5 (11th Gen),Intel,16,8, DDR4 RAM ,3.1,LCD,15.6,GeForce RTX 3050,NVIDIA,512,0,170.0,Windows 11,4,20097000
HP,AMD Hexa-Core Ryzen 5,AMD,0,16, DDR4 RAM,3.3,LCD,15.3,GeForce RTX 3050,NVIDIA,512,0,65.0,Windows 11,4,18297000
Lenovo,AMD Quad-Core Ryzen 5,AMD,16,8, DDR4 RAM ,3.4,LCD,15.6,GeForce RTX 2050,NVIDIA,512,0,65.0,Windows 11,4,17397000
Lenovo,Intel Core i3 (11th Gen),Intel,0,8, DDR4 RAM,3.0,LED,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 10,0,17190000
ASUS,Intel Core i3 (11th Gen),Intel,16,8, DDR4 RAM ,3.0,LCD,14.0,Integrated Graphics,Intel,512,0,45.0,Windows 11,0,10948800
Acer,AMD Hexa-Core Ryzen 5,AMD,32,8, DDR4 RAM ,3.3,LCD,15.6,GeForce GTX 1650,NVIDIA,512,0,135.0,Windows 11,4,14397000
Dell,Intel Core i5 (11th Gen),Intel,0,16, DDR4 RAM,2.4,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,15599700
HP,AMD Hexa-Core Ryzen 5,AMD,16,16, DDR4 RAM ,3.3,LCD,15.6,Radeon RX 6500M,AMD,512,0,65.0,Windows 11,4,16799700
HP,Intel Core i5 (12th Gen),Intel,16,16, DDR4 RAM ,4.2,LCD,15.6,GeForce RTX 3050,NVIDIA,512,0,65.0,Windows 11,4,19797000
Dell,AMD Hexa-Core Ryzen 5,AMD,32,8, DDR4 RAM ,3.0,LED,15.6,Radeon RX 5600M,AMD,512,0,65.0,Windows 10,6,22590000
HP,Intel Core i7 (12th Gen),Intel,16,16, DDR4 RAM ,4.7,LCD,15.6,GeForce RTX 3050,NVIDIA,512,0,65.0,Windows 11,4,23247000
ASUS,Intel Core i3 (10th Gen),Intel,0,8, DDR4 RAM,1.2,LCD,14.0,Integrated Graphics,Intel,64,1024,65.0,Windows 11,0,8610000
HP,Intel Core i7 (12th Gen),Intel,0,16, DDR4 RAM,4.7,LCD,14.0,Integrated Graphics,Intel,1024,0,65.0,Windows 11,0,26247000
Lenovo,AMD Dual-Core Ryzen 3,AMD,0,8, DDR4 RAM,2.6,LCD,15.6,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,9495300
HP,Intel Core i5 (11th Gen),Intel,32,8, DDR4 RAM ,4.7,LCD,16.1,GeForce RTX 3050,NVIDIA,512,0,65.0,Windows 11,4,20997000
MSI,Intel Core i3 (12th Gen),Intel,0,8, DDR4 RAM,0.8,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,9597000
Acer,Intel Core i7 (12th Gen),Intel,0,16, DDR4 RAM,3.1,LCD,15.6,GeForce RTX 4050,NVIDIA,512,0,65.0,Windows 11,6,27297000
Lenovo,AMD Octa-Core Ryzen 7,AMD,0,16, DDR4 RAM,1.8,LCD,15.6,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,14397000
HP,Intel Core i5 (12th Gen),Intel,16,8, DDR4 RAM ,4.7,LCD,15.6,Integrated Graphics,Intel,512,0,41.0,Windows 11,0,18597000
HP,Intel Pentium Quad-Core,Intel,8,8, DDR4 RAM ,3.3,LCD,14.0,Integrated Graphics,Intel,256,0,41.0,Windows 11,0,8639700
Dell,Intel Core i3 (11th Gen),Intel,16,8, DDR4 RAM ,3.0,LED,15.6,Integrated Graphics,Intel,256,1024,65.0,Windows 10,0,12255000
HP,AMD Quad-Core Ryzen 3,AMD,0,8, DDR4 RAM,2.6,LED,15.6,Integrated Graphics,AMD,512,0,65.0,Windows 10,0,10222200
HP,AMD Quad-Core Ryzen 3,AMD,16,8, DDR4 RAM ,4.0,LCD,14.0,Integrated Graphics,AMD,512,0,65.0,DOS,0,8217000
Dell,Intel Core i3 (11th Gen),Intel,16,4, DDR4 RAM ,1.7,LED,15.6,Integrated Graphics,Intel,256,0,65.0,Windows 10,0,11939700
ASUS,Intel Core i3 (11th Gen),Intel,0,8, LPDDR4X RAM,3.0,LCD,14.0,Integrated Graphics,Intel,256,0,65.0,Windows 11,0,14097000
Honor,Intel Core i5 (10th Gen) Processor,Intel,0,8, DDR4 RAM,2.5,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 10,0,14097000
HP,AMD Hexa-Core Ryzen 5,AMD,0,16, DDR5 RAM,2.9,LCD,13.3,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,19099800
HP,Intel Core i5 (11th Gen),Intel,0,16, DDR4 RAM,2.5,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,21657000
Dell,Intel Core i3 (11th Gen),Intel,16,8, DDR4 RAM ,1.7,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,9597000
ASUS,AMD Dual-Core Ryzen 3,AMD,12,8, DDR4 RAM ,3.4,LCD,15.6,Integrated Graphics,AMD,256,0,65.0,Windows 11,0,9897000
Dell,Intel Core i5 (12th Gen),Intel,16,8, DDR4 RAM ,3.3,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,14697000
Acer,Intel Core i5 (11th Gen) Processor,Intel,0,8, DDR4 RAM,2.5,LED,15.6,Integrated Graphics,Intel,512,0,45.0,Windows 11,0,16497000
Lenovo,Intel Core i5 (11th Gen),Intel,0,8, DDR4 RAM,4.2,LED,15.6,GeForce MX450,NVIDIA,256,1024,57.0,Windows 10,2,20850000
Dell,Intel Core i5 (12th Gen),Intel,16,8, DDR4 RAM ,3.3,LCD,15.6,Integrated Graphics,Intel,256,1024,65.0,Windows 11,0,19197000
Lenovo,AMD Octa-Core Ryzen 7,AMD,32,16, DDR4 RAM ,3.3,LCD,15.6,GeForce RTX 3060,NVIDIA,512,0,65.0,Windows 11,6,33899700
Dell,Intel Core i5 (11th Gen),Intel,16,8, DDR4 RAM ,2.4,LED,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 10,0,13499700
MSI,Intel Core i5 (11th Gen),Intel,64,8, DDR4 RAM ,4.2,LCD,15.6,GeForce GTX 1650,NVIDIA,512,0,65.0,Windows 11,4,14637000
ASUS,Intel Core i3 (12th Gen),Intel,16,8, DDR4 RAM ,1.1,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,13151100
HP,Intel Core i5 (13th Gen),Intel,16,8, DDR4 RAM ,4.7,LCD,15.6,Integrated Graphics,Intel,1024,0,65.0,Windows 11,0,17999700
HP,Intel Core i7 (12th Gen),Intel,16,16, DDR4 RAM ,2.7,LCD,15.6,Integrated Graphics,Intel,1024,0,65.0,Windows 11,0,26262900
Lenovo,Intel Core i5 (11th Gen),Intel,0,16, DDR4 RAM,2.5,LCD,15.6,GeForce GTX 1650,NVIDIA,512,0,65.0,Windows 11,4,15856200
Dell,Intel Core i5 (11th Gen),Intel,16,8, DDR4 RAM ,2.4,LED,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 10,0,23099700
MSI,Intel Core i7 (12th Gen),Intel,64,16, DDR5 RAM ,4.7,LCD,15.6,GeForce RTX 4050,NVIDIA,512,0,65.0,Windows 11,6,27897000
HP,Intel Core i5 (13th Gen),Intel,0,16, DDR4 RAM,3.4,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,17099700
ASUS,Intel Core i5 (10th Gen),Intel,12,8, DDR4 RAM ,1.0,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,12897000
MSI,Intel Core i3 (11th Gen),Intel,64,8, DDR4 RAM ,3.0,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 10,0,13355700
Lenovo,AMD Hexa-Core Ryzen 5,AMD,16,8, DDR4 RAM ,3.0,LED,15.6,GeForce GTX 1650 Ti,NVIDIA,512,0,45.0,Windows 10,4,20400000
Dell,Intel Core i3 (11th Gen),Intel,0,8, DDR4 RAM,1.2,LED,15.6,Integrated Graphics,Intel,64,1024,42.0,Windows 10,0,12330000
HP,Intel Core i5 (12th Gen),Intel,0,16, DDR4 RAM,4.2,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,23400000
HP,Intel Core i5 (12th Gen),Intel,0,8, DDR4 RAM,4.7,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,22416900
HP,AMD Dual-Core Ryzen 3,AMD,64,8, DDR4 RAM ,1.0,LCD,15.6,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,7917000
Zebronics,Intel Core i5 (12th Gen),Intel,0,16, DDR4 RAM,4.2,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,11997000
Lenovo,Intel Core i5 (11th Gen),Intel,0,8, DDR4 RAM,3.0,LED,15.6,GeForce RTX 3050,NVIDIA,512,0,45.0,Windows 10,4,21585000
Dell,AMD Dual-Core Ryzen 3,AMD,16,8, DDR4 RAM ,2.6,LCD,14.0,Integrated Graphics,AMD,64,1024,65.0,Windows 11,0,10071300
ASUS,Intel Core i7 (12th Gen),Intel,0,16, DDR4 RAM,2.3,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,19497000
Zebronics,Intel Core i5 (12th Gen),Intel,0,8, DDR4 RAM,2.4,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,11397000
Dell,Intel Core i5 (11th Gen),Intel,0,8, DDR4 RAM,2.4,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,13197000
Lenovo,Intel Core i5 (13th Gen),Intel,16,16, LPDDR5 RAM ,2.6,LCD,16.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,20097000
Acer,Intel Core i7 (13th Gen),Intel,32,16, DDR5 RAM ,2.1,LCD,16.0,GeForce RTX 4060,NVIDIA,1024,0,330.0,Windows 11,8,44997000
Lenovo,AMD Hexa-Core Ryzen 5,AMD,16,8, DDR5 RAM ,3.3,LCD,15.6,GeForce RTX 3050,NVIDIA,512,0,65.0,Windows 11,4,19197000
Lenovo,Intel Core i3 (11th Gen),Intel,0,8, DDR4 RAM,4.0,LCD,14.0,Integrated Graphics,Intel,256,0,65.0,Windows 11,0,14998500
Acer,Intel Core i5 (11th Gen),Intel,0,8, DDR4 RAM,2.4,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,14829300
ASUS,AMD Octa-Core Ryzen 7,AMD,32,16, DDR4 RAM ,4.7,LCD,15.6,GeForce RTX 3050,NVIDIA,512,0,200.0,Windows 11,4,33147000
Lenovo,AMD Octa-Core Ryzen 7,AMD,32,16, DDR4 RAM ,4.2,LCD,15.6,GeForce RTX 3060,NVIDIA,1024,0,65.0,Windows 11,6,29947500
HP,Intel Core i5 (12th Gen),Intel,16,16, DDR4 RAM ,4.2,LCD,15.6,GeForce RTX 3050,NVIDIA,512,0,65.0,Windows 11,4,20099700
HP,Intel Core i7 (12th Gen),Intel,0,16, DDR4 RAM,4.7,LED,14.0,Integrated Graphics,Intel,1024,0,65.0,Windows 11,0,26997000
Samsung,Qualcomm Snapdragon Octa-Core,Qualcomm,0,4, LPDDR4X RAM,2.5,LCD,14.0,Integrated Graphics,Qualcomm,128,0,41.0,Windows 11,0,9297000
Acer,Intel Core i5 (7th Gen),Intel,32,16, DDR4 RAM ,2.5,LED,15.6,GeForce GTX 1060,NVIDIA,128,1024,180.0,Windows 10,6,32997000
HP,Intel Core i3 (11th Gen),Intel,8,8, DDR4 RAM ,4.0,LCD,14.0,Integrated Graphics,Intel,512,0,41.0,Windows 11,0,12899700
Dell,AMD Quad-Core Ryzen 3,AMD,16,8, DDR4 RAM ,2.7,LCD,14.0,Integrated Graphics,AMD,256,0,65.0,Windows 11,0,11688300
ASUS,Intel Core i7 (11th Gen),Intel,16,16, DDR4 RAM ,2.8,LCD,14.0,Integrated Graphics,Intel,512,0,37.0,Windows 11,0,17097000
Dell,Intel Core i5 (11th Gen),Intel,16,8, DDR4 RAM ,2.4,LED,15.6,GeForce MX330,NVIDIA,256,1024,65.0,Windows 10,2,14156100
MSI,Intel Core i5 (11th Gen),Intel,0,8, DDR4 RAM,4.2,LCD,15.6,GeForce RTX 2050,NVIDIA,512,0,65.0,Windows 11,4,12897000
Dell,Intel Core i3 (10th Gen),Intel,16,4, DDR4 RAM ,1.2,LCD,14.0,Integrated Graphics,Intel,256,1024,65.0,Windows 11,0,12687000
Lenovo,Intel Core i5 (11th Gen),Intel,0,8, DDR4 RAM,3.1,LCD,15.6,GeForce RTX 3050,NVIDIA,256,1024,170.0,Windows 11,4,21240000
Dell,Intel Core i5 (11th Gen),Intel,0,8, DDR4 RAM,1.7,LED,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 10,0,18899700
Lenovo,AMD Dual-Core Athlon,AMD,32,4, DDR4 RAM ,2.3,LCD,14.0,Integrated Graphics,AMD,256,0,45.0,DOS,0,6897000
Lenovo,Intel Core i5 (11th Gen),Intel,0,16, DDR4 RAM,2.4,LED,15.6,GeForce MX450,NVIDIA,512,0,65.0,Windows 10,2,18899700
HP,AMD Quad-Core APU,AMD,0,4, DDR3 RAM,1.8,LED,15.6,Integrated Graphics,AMD,64,1024,65.0,DOS,0,7349700
Lenovo,Intel Core i5 (12th Gen),Intel,32,16, DDR5 RAM ,3.3,LCD,15.6,GeForce RTX 2050,NVIDIA,512,0,135.0,Windows 11,4,25497000
ASUS,AMD Hexa-Core Ryzen 5,AMD,0,16, DDR4 RAM,4.2,LED,14.0,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,19497000
HP,Intel Core i3 (12th Gen),Intel,16,8, DDR4 RAM ,0.8,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,14999700
HP,Intel Core i5 (11th Gen) Processor,Intel,0,8, DDR4 RAM,2.5,LED,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,18270000
Dell,Intel Core i5 (11th Gen),Intel,16,8, DDR4 RAM ,2.4,LCD,15.6,Integrated Graphics,Intel,256,1024,65.0,Windows 11,0,16424700
Lenovo,Intel Core i5 (12th Gen),Intel,16,16, LPDDR5 RAM ,2.0,LCD,16.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,18597000
ASUS,Intel Core i5 (12th Gen),Intel,12,8, DDR4 RAM ,4.7,LCD,15.6,Integrated Graphics,Intel,512,0,90.0,Windows 11,0,19497000
ASUS,Intel Core i5 (11th Gen),Intel,0,16, DDR4 RAM,2.4,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,19197000
ASUS,AMD Hexa-Core Ryzen 5 Processor,AMD,0,16, DDR4 RAM,2.5,LCD,16.0,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,17397000
Dell,Intel Core i5 (11th Gen),Intel,16,8, DDR4 RAM ,2.4,LED,14.0,GeForce MX330,NVIDIA,512,0,65.0,Windows 10,2,17099700
HP,Intel Core i5 (12th Gen),Intel,0,16, DDR4 RAM,4.2,LCD,15.6,Integrated Graphics,Intel,512,0,41.0,Windows 11,0,24034800
Lenovo,AMD Dual-Core Athlon,AMD,32,4, DDR4 RAM ,2.3,LCD,14.0,Integrated Graphics,AMD,256,0,45.0,Windows 10,0,8997000
Dell,Intel Core i3 (11th Gen) Processor,Intel,16,4, DDR4 RAM ,2.5,LED,14.0,Integrated Graphics,Intel,256,1024,65.0,Windows 10,0,12240300
